4,1,0.0544756633
4,1,0.0544760729
4,1,0.0544761356
4,1,0.0544763460
4,1,0.0544764492
4,1,0.0544774876
4,1,0.0544786811
4,1,0.0544786983
4,1,0.0544790479
4,1,0.0544795448
4,1,0.0544796767
4,1,0.0544805721
4,1,0.0544806677
4,1,0.0544807067
4,1,0.0544815155
4,1,0.0544815659
4,1,0.0544818406
4,1,0.0544823400
4,1,0.0544824438
4,1,0.0544824676
4,1,0.0544825946
4,1,0.0544833169
4,1,0.0544836875
4,1,0.0544837885
4,1,0.0544845345
4,1,0.0544847605
4,1,0.0544852324
4,1,0.0544858182
4,1,0.0544859002
4,1,0.0544859390
4,1,0.0544866702
4,1,0.0544869692
4,1,0.0544872536
4,1,0.0544876556
4,1,0.0544878271
4,1,0.0544879340
4,1,0.0544880328
4,1,0.0544885653
4,1,0.0544887229
4,1,0.0544889962
4,1,0.0544890011
4,1,0.0544890456
4,1,0.0544891627
4,1,0.0544892850
4,1,0.0544893350
4,1,0.0544893556
4,1,0.0544899134
4,1,0.0544903865
4,1,0.0544904382
4,1,0.0544905081
4,1,0.0544906814
4,1,0.0544913611
4,1,0.0544916214
4,1,0.0544923583
4,1,0.0544925425
4,1,0.0544929686
4,1,0.0544932378
4,1,0.0544935245
4,1,0.0544935588
4,1,0.0544936345
4,1,0.0544936429
4,1,0.0544941085
4,1,0.0544942471
4,1,0.0544942897
4,1,0.0544946723
4,1,0.0544951163
4,1,0.0544953809
4,1,0.0544963379
4,1,0.0544966649
4,1,0.0544967019
4,1,0.0544968392
4,1,0.0544968837
4,1,0.0544969838
4,1,0.0544970527
4,1,0.0544971450
4,1,0.0544974345
4,1,0.0544975885
4,1,0.0544978082
4,1,0.0544982601
4,1,0.0544983270
4,1,0.0544984103
4,1,0.0544984282
4,1,0.0544986742
4,1,0.0544993212
4,1,0.0545001475
4,1,0.0545008935
4,1,0.0545009891
4,1,0.0545012281
4,1,0.0545012527
4,1,0.0545014399
4,1,0.0545015488
4,1,0.0545016072
4,1,0.0545017629
4,1,0.0545025068
4,1,0.0545026182
4,1,0.0545027978
4,1,0.0545028314
4,1,0.0545029388
4,1,0.0545030860
4,1,0.0545035309
4,1,0.0545036927
4,1,0.0545038968
4,1,0.0545040324
4,1,0.0545042581
4,1,0.0545044789
4,1,0.0545050073
4,1,0.0545052206
4,1,0.0545053237
4,1,0.0545054444
4,1,0.0545061146
4,1,0.0545061303
4,1,0.0545063852
4,1,0.0545064050
4,1,0.0545065665
4,1,0.0545065764
4,1,0.0545067215
4,1,0.0545068551
4,1,0.0545070472
4,1,0.0545079011
4,1,0.0545081383
4,1,0.0547061470
4,1,0.0547062980
4,1,0.0547063913
4,1,0.0547066385
4,1,0.0547069267
4,1,0.0547070341
4,1,0.0547070382
4,1,0.0547072626
4,1,0.0547077354
4,1,0.0547078269
4,1,0.0547078578
4,1,0.0547079081
4,1,0.0547082090
4,1,0.0547083508
4,1,0.0547084295
4,1,0.0547085572
4,1,0.0547086790
4,1,0.0547091722
4,1,0.0547098996
4,1,0.0547103567
4,1,0.0547110034
4,1,0.0547111401
4,1,0.0547116041
4,1,0.0547118257
4,1,0.0547119169
4,1,0.0547120868
4,1,0.0547122295
4,1,0.0547125354
4,1,0.0547127136
4,1,0.0547128232
4,1,0.0547132383
4,1,0.0547132826
4,1,0.0547135764
4,1,0.0547137196
4,1,0.0547139837
4,1,0.0547142930
4,1,0.0547143187
4,1,0.0547147339
4,1,0.0547147451
4,1,0.0547152733
4,1,0.0547154962
4,1,0.0547156393
4,1,0.0547158531
4,1,0.0550020232
4,1,0.0550020846
4,1,0.0550028965
4,1,0.0550029160
4,1,0.0550033207
4,1,0.0550040307
4,1,0.0550040434
4,1,0.0550041722
4,1,0.0550054425
4,1,0.0550056307
4,1,0.0550062188
4,1,0.0550062356
4,1,0.0550066764
4,1,0.0550067909
4,1,0.0550067924
4,1,0.0550069729
4,1,0.0550078972
4,1,0.0550079598
4,1,0.0550083700
4,1,0.0550084967
4,1,0.0550093294
4,1,0.0550097551
4,1,0.0550098009
4,1,0.0550098927
4,1,0.0550099330
4,1,0.0550099630
4,1,0.0550102183
4,1,0.0550102441
4,1,0.0550102927
4,1,0.0550103528
4,1,0.0550104336
4,1,0.0550107690
4,1,0.0550108898
4,1,0.0550109236
4,1,0.0550111849
4,1,0.0550113572
4,1,0.0550119268
4,1,0.0550121128
4,1,0.0550122172
4,1,0.0550127463
4,1,0.0550132246
4,1,0.0550135058
4,1,0.0550137427
4,1,0.0550147904
4,1,0.0550147939
4,1,0.0550152574
4,1,0.0550156372
4,1,0.0550156813
4,1,0.0550160162
4,1,0.0550160997
4,1,0.0550166552
4,1,0.0550167129
4,1,0.0550168379
4,1,0.0550173746
4,1,0.0550174131
4,1,0.0550177606
4,1,0.0550180743
4,1,0.0550184459
4,1,0.0550184496
4,1,0.0550186886
4,1,0.0550190804
4,1,0.0550191364
4,1,0.0550197123
4,1,0.0550197617
4,1,0.0550197763
4,1,0.0550198491
4,1,0.0550199432
4,1,0.0550199664
4,1,0.0550200510
4,1,0.0550201112
4,1,0.0550204754
4,1,0.0550204769
4,1,0.0550206773
4,1,0.0550208075
4,1,0.0550209907
4,1,0.0550212558
4,1,0.0550212975
4,1,0.0550214258
4,1,0.0550216727
4,1,0.0550218007
4,1,0.0550219391
4,1,0.0550220776
4,1,0.0550222505
4,1,0.0550223835
4,1,0.0550227571
4,1,0.0550228347
4,1,0.0550229238
4,1,0.0550243141
4,1,0.0550243842
4,1,0.0550244112
4,1,0.0550249296
4,1,0.0550249832
4,1,0.0550255786
4,1,0.0550260549
4,1,0.0550262622
4,1,0.0550264983
4,1,0.0550265409
4,1,0.0550267587
4,1,0.0550270641
4,1,0.0550270652
4,1,0.0550270807
4,1,0.0550279322
4,1,0.0550279512
4,1,0.0550280607
4,1,0.0550282520
4,1,0.0550284992
4,1,0.0550286780
4,1,0.0550291016
4,1,0.0550294504
4,1,0.0550300502
4,1,0.0550301319
4,1,0.0550304175
4,1,0.0550307977
4,1,0.0550312954
4,1,0.0550313077
4,1,0.0550315788
4,1,0.0550316066
4,1,0.0550318003
4,1,0.0550320228
4,1,0.0550324853
4,1,0.0550327412
4,1,0.0550327984
4,1,0.0550329183
4,1,0.0550330060
4,1,0.0550330814
4,1,0.0550331943
4,1,0.0550334720
12,1,0.0545128799
12,1,0.0545129320
4,1,0.0550341935
4,1,0.0550341976
12,1,0.0545130724
12,1,0.0545130995
4,1,0.0550351781
12,1,0.0545131471
4,1,0.0550352246
4,1,0.0550361608
4,1,0.0550362662
4,1,0.0550364935
12,1,0.0545136361
4,1,0.0550365687
12,1,0.0545142411
12,1,0.0545144302
4,1,0.0550366289
12,1,0.0545147024
4,1,0.0550370667
12,1,0.0545153416
4,1,0.0550371614
4,1,0.0550373949
12,1,0.0545157808
12,1,0.0545158170
12,1,0.0545160609
12,1,0.0545162890
4,1,0.0550378211
12,1,0.0545167234
4,1,0.0550382590
12,1,0.0545168784
4,1,0.0550393087
4,1,0.0550393908
12,1,0.0545182374
12,1,0.0545182834
4,1,0.0550396777
12,1,0.0545185404
12,1,0.0545187255
12,1,0.0545190503
4,1,0.0550399423
4,1,0.0550399894
12,1,0.0545191487
4,1,0.0550400312
12,1,0.0545191682
12,1,0.0545194269
4,1,0.0550401811
12,1,0.0545195298
4,1,0.0550403725
12,1,0.0545196014
4,1,0.0550405507
12,1,0.0545205359
4,1,0.0550410320
12,1,0.0545213547
4,1,0.0550412268
12,1,0.0545214077
4,1,0.0550413279
4,1,0.0550413817
4,1,0.0550414340
12,1,0.0545217014
12,1,0.0545217018
4,1,0.0550418605
12,1,0.0545219853
12,1,0.0545221300
4,1,0.0550420149
12,1,0.0545221876
4,1,0.0550428274
12,1,0.0545222927
4,1,0.0550429162
12,1,0.0545227124
4,1,0.0550431637
4,1,0.0550434508
12,1,0.0545233086
12,1,0.0545233337
4,1,0.0550436173
12,1,0.0545235144
4,1,0.0550436390
12,1,0.0545238385
4,1,0.0550436500
4,1,0.0550437926
4,1,0.0550438368
12,1,0.0545240091
4,1,0.0550440088
12,1,0.0545242056
4,1,0.0550441591
4,1,0.0550446139
12,1,0.0545250038
12,1,0.0545251276
12,1,0.0545252302
4,1,0.0550449963
4,1,0.0550450344
4,1,0.0550454238
12,1,0.0545257080
12,1,0.0545257879
4,1,0.0550456165
4,1,0.0550457525
4,1,0.0550458791
12,1,0.0545261642
12,1,0.0545262143
12,1,0.0545264793
12,1,0.0545265481
12,1,0.0545266245
4,1,0.0550462532
12,1,0.0545266998
4,1,0.0550464491
4,1,0.0550466067
4,1,0.0550466179
12,1,0.0545278025
12,1,0.0545279083
4,1,0.0550469597
12,1,0.0545282694
4,1,0.0550471462
12,1,0.0545285374
12,1,0.0545287964
4,1,0.0550471701
12,1,0.0545288825
4,1,0.0550472762
12,1,0.0545289062
4,1,0.0550475811
12,1,0.0545289952
12,1,0.0545295546
4,1,0.0550477923
12,1,0.0545298162
4,1,0.0550479792
12,1,0.0545302857
4,1,0.0550483336
12,1,0.0545309423
4,1,0.0550485234
12,1,0.0545314250
12,1,0.0545314742
4,1,0.0550486046
12,1,0.0545317964
4,1,0.0550486927
12,1,0.0545324133
4,1,0.0550489944
4,1,0.0550494142
12,1,0.0545329024
4,1,0.0550495557
12,1,0.0545332591
4,1,0.0550499908
4,1,0.0550502532
12,1,0.0545332754
12,1,0.0545339461
4,1,0.0550506780
12,1,0.0545339646
12,1,0.0545341051
4,1,0.0550508902
12,1,0.0545342991
4,1,0.0550512522
12,1,0.0545344953
4,1,0.0550515121
12,1,0.0545346581
4,1,0.0550515207
12,1,0.0545347445
4,1,0.0550517378
12,1,0.0545362106
4,1,0.0550523569
4,1,0.0550525955
12,1,0.0545365434
4,1,0.0550526642
4,1,0.0550526972
12,1,0.0545366716
4,1,0.0550528032
12,1,0.0545368710
4,1,0.0550528257
12,1,0.0545369912
4,1,0.0550528990
4,1,0.0550530594
12,1,0.0545372437
4,1,0.0550530874
12,1,0.0545372687
4,1,0.0550531357
12,1,0.0545373047
12,1,0.0545385283
12,1,0.0545387980
12,1,0.0545389480
12,1,0.0545391258
12,1,0.0545393006
12,1,0.0545394935
12,1,0.0545396200
12,1,0.0545396249
12,1,0.0545397735
12,1,0.0545398127
12,1,0.0545399825
12,1,0.0545405484
12,1,0.0545405511
12,1,0.0545406541
12,1,0.0545407689
12,1,0.0545409429
4,1,0.0550532636
4,1,0.0550536670
12,1,0.0545428999
4,1,0.0550536974
12,1,0.0545433909
4,1,0.0550544046
12,1,0.0545437945
4,1,0.0550545352
12,1,0.0545441189
12,1,0.0545441863
12,1,0.0545445020
12,1,0.0545445674
12,1,0.0545446287
12,1,0.0545447040
12,1,0.0545448334
12,1,0.0545458029
12,1,0.0545463387
12,1,0.0545465173
12,1,0.0545466549
12,1,0.0545467757
12,1,0.0545471331
12,1,0.0545475103
12,1,0.0545475231
12,1,0.0545476023
12,1,0.0545476263
12,1,0.0545476704
12,1,0.0545480177
12,1,0.0545482594
12,1,0.0545488281
12,1,0.0545493514
12,1,0.0545495231
12,1,0.0545495439
12,1,0.0545496753
12,1,0.0545497058
12,1,0.0545498758
12,1,0.0545499651
12,1,0.0545505469
12,1,0.0545511941
12,1,0.0545512017
12,1,0.0545513945
12,1,0.0545516623
12,1,0.0545521004
12,1,0.0545523735
12,1,0.0545526667
12,1,0.0545526746
12,1,0.0545529752
12,1,0.0545532269
12,1,0.0545541935
12,1,0.0545545635
12,1,0.0545553903
12,1,0.0545561805
12,1,0.0545564032
12,1,0.0545564863
12,1,0.0545569526
12,1,0.0545571074
12,1,0.0545574325
12,1,0.0545577686
12,1,0.0545584485
12,1,0.0545590410
12,1,0.0545592899
12,1,0.0545593052
12,1,0.0545594769
12,1,0.0545598057
12,1,0.0545605490
12,1,0.0545606940
12,1,0.0545607936
12,1,0.0545610172
12,1,0.0545610570
12,1,0.0545611369
12,1,0.0545614069
12,1,0.0545617965
12,1,0.0545619782
12,1,0.0545622713
12,1,0.0545623193
12,1,0.0545623970
12,1,0.0545627724
12,1,0.0545628318
12,1,0.0545633680
16,1,0.0552004050
16,1,0.0552004534
16,1,0.0552012431
16,1,0.0552013168
16,1,0.0552016228
16,1,0.0552016824
16,1,0.0552018370
16,1,0.0552024024
16,1,0.0552025278
16,1,0.0552025384
16,1,0.0552029747
16,1,0.0552030227
16,1,0.0552033384
16,1,0.0552035909
16,1,0.0552041685
16,1,0.0552047249
16,1,0.0552047947
16,1,0.0552048553
16,1,0.0552049795
16,1,0.0552050191
16,1,0.0552051358
16,1,0.0552051811
16,1,0.0552054215
16,1,0.0552056593
16,1,0.0552057328
16,1,0.0552057415
16,1,0.0552057486
16,1,0.0552059722
16,1,0.0552060032
16,1,0.0552060362
16,1,0.0552064561
16,1,0.0552066235
16,1,0.0552068131
16,1,0.0552073530
16,1,0.0552078596
16,1,0.0552079133
16,1,0.0552079269
16,1,0.0552087268
16,1,0.0552090380
16,1,0.0552091540
16,1,0.0552096281
16,1,0.0552097238
16,1,0.0552101952
16,1,0.0552110224
16,1,0.0552112277
16,1,0.0552112693
16,1,0.0552114436
16,1,0.0552114652
16,1,0.0552116779
16,1,0.0552120026
16,1,0.0552123182
16,1,0.0552125004
16,1,0.0552125670
16,1,0.0552125875
16,1,0.0552126286
16,1,0.0552127133
16,1,0.0552129527
16,1,0.0552133133
16,1,0.0552133851
16,1,0.0552136827
16,1,0.0552139118
16,1,0.0552140414
16,1,0.0552143237
16,1,0.0552151434
16,1,0.0552153134
16,1,0.0552159100
16,1,0.0552161919
16,1,0.0552165268
16,1,0.0552170793
16,1,0.0552171413
16,1,0.0552179560
16,1,0.0552181720
16,1,0.0552182022
16,1,0.0552182664
16,1,0.0552185475
16,1,0.0552186025
16,1,0.0552192224
16,1,0.0552192553
16,1,0.0552192651
16,1,0.0552198006
16,1,0.0552203054
16,1,0.0552206670
16,1,0.0552207700
16,1,0.0552214795
16,1,0.0552214960
16,1,0.0552217385
16,1,0.0552221490
16,1,0.0552221712
16,1,0.0552223051
16,10086,0.0557890584
16,10086,0.0557891063
16,10086,0.0557893044
16,10086,0.0557894504
16,10086,0.0557900317
16,10086,0.0557901504
16,10086,0.0557903796
16,10086,0.0557905495
16,10086,0.0557908105
16,10086,0.0557908196
16,10086,0.0557911387
16,10086,0.0557912339
16,10086,0.0557912667
16,10086,0.0557918050
16,10086,0.0557918760
16,10086,0.0557919367
16,10086,0.0557922928
16,10086,0.0557928851
16,10086,0.0557929598
16,10086,0.0557931093
16,10086,0.0557932860
16,10086,0.0557933920
16,10086,0.0557934697
16,10086,0.0557936217
16,10086,0.0557937173
16,10086,0.0557937545
16,10086,0.0557937855
16,10086,0.0557944440
16,10086,0.0557944932
16,10086,0.0557947855
16,10086,0.0557948844
16,10086,0.0557949134
16,10086,0.0557959606
16,10086,0.0557964238
16,10086,0.0557966094
16,10086,0.0557970405
16,10086,0.0557972336
16,10086,0.0557975920
